Image Number,URL,Alt Text,Title,File Extension,File Size,Resolution,Status,Error Message
598,https://www.pothys.com/cdn/shop/files/8-msa-038-rs-11225-_1.jpg?v=1756563043&width=940,"Grey zari buttas soft silk saree, piping zari border & contrast intricately zari woven pallu","Grey zari buttas soft silk saree, piping zari border & contrast intricately zari woven pallu (srcset variant)",.jpg,381.97 KB,910x1125,Success,
599,https://www.pothys.com/cdn/shop/files/72-UCMP-983-RS-1240-_3.jpg?v=1760337361&width=533,"Chilli red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Chilli red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,69.16 KB,533x659,Success,
600,https://www.pothys.com/cdn/shop/files/01_80a49d41-0e79-4147-9667-6086ca619083.jpg?v=1760122535,files/01_80a49d41-0e79-4147-9667-6086ca619083.jpg,files/01_80a49d41-0e79-4147-9667-6086ca619083.jpg,.jpg,170.38 KB,655x977,Success,
601,https://www.pothys.com/cdn/shop/files/71-UCMP-982-RS-1240-_3.jpg?v=1760337316&width=533,"Purple material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Purple material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,53.42 KB,533x659,Success,
602,https://www.pothys.com/cdn/shop/files/72-UCMP-983-RS-1240-_2.jpg?v=1760337361&width=1066,"Chilli red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Chilli red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta",.jpg,227.26 KB,910x1125,Success,
603,https://www.pothys.com/cdn/shop/files/71-UCMP-982-RS-1240-_3.jpg?v=1760337316&width=1066,"Purple material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Purple material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta",.jpg,139.92 KB,910x1125,Success,
604,https://www.pothys.com/cdn/shop/files/72-UCMP-983-RS-1240-_2.jpg?v=1760337361&width=720,"Chilli red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Chilli red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,164.40 KB,720x890,Success,
605,https://www.pothys.com/cdn/shop/files/70-UCMP-981-RS-1240_2.jpg?v=1760337268&width=1066,"Red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta",.jpg,193.99 KB,910x1125,Success,
606,https://www.pothys.com/cdn/shop/files/72-UCMP-983-RS-1240-_3.jpg?v=1760337361&width=940,"Chilli red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Chilli red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,165.70 KB,910x1125,Success,
607,https://www.pothys.com/cdn/shop/files/70-UCMP-981-RS-1240_3.jpg?v=1760337268&width=1066,"Red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta",.jpg,117.06 KB,910x1125,Success,
608,https://www.pothys.com/cdn/shop/files/71-UCMP-982-RS-1240-_2.jpg?v=1760337316&width=1066,"Purple material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Purple material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta",.jpg,221.26 KB,910x1125,Success,
609,https://www.pothys.com/cdn/shop/files/71-UCMP-982-RS-1240-_2.jpg?v=1760337316&width=533,"Purple material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Purple material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,91.57 KB,533x659,Success,
610,https://www.pothys.com/cdn/shop/files/70-UCMP-981-RS-1240_3.jpg?v=1760337268&width=533,"Red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,47.25 KB,533x659,Success,
611,https://www.pothys.com/cdn/shop/files/71-UCMP-982-RS-1240-_2.jpg?v=1760337316&width=720,"Purple material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Purple material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,156.03 KB,720x890,Success,
612,https://www.pothys.com/cdn/shop/files/69-UCMP-980-RS-1795_2.jpg?v=1760337223&width=1066,"Pink material chudidar set, floral thread embroidered and stone neck work top, plain bottom and floral thread embroidered scallop border dupatta","Pink material chudidar set, floral thread embroidered and stone neck work top, plain bottom and floral thread embroidered scallop border dupatta",.jpg,304.17 KB,910x1125,Success,
613,https://www.pothys.com/cdn/shop/files/71-UCMP-982-RS-1240-_3.jpg?v=1760337316&width=720,"Purple material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Purple material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,94.76 KB,720x890,Success,
614,https://www.pothys.com/cdn/shop/files/70-UCMP-981-RS-1240_3.jpg?v=1760337268&width=940,"Red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,117.06 KB,910x1125,Success,
615,https://www.pothys.com/cdn/shop/files/69-UCMP-980-RS-1795_2.jpg?v=1760337223&width=720,"Pink material chudidar set, floral thread embroidered and stone neck work top, plain bottom and floral thread embroidered scallop border dupatta","Pink material chudidar set, floral thread embroidered and stone neck work top, plain bottom and floral thread embroidered scallop border dupatta (srcset variant)",.jpg,211.99 KB,720x890,Success,
616,https://www.pothys.com/cdn/shop/files/71-UCMP-982-RS-1240-_2.jpg?v=1760337316&width=940,"Purple material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Purple material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,221.26 KB,910x1125,Success,
617,https://www.pothys.com/cdn/shop/files/69-UCMP-980-RS-1795_3.jpg?v=1760337223&width=1066,"Pink material chudidar set, floral thread embroidered and stone neck work top, plain bottom and floral thread embroidered scallop border dupatta","Pink material chudidar set, floral thread embroidered and stone neck work top, plain bottom and floral thread embroidered scallop border dupatta",.jpg,258.79 KB,910x1125,Success,
618,https://www.pothys.com/cdn/shop/files/69-UCMP-980-RS-1795_2.jpg?v=1760337223&width=533,"Pink material chudidar set, floral thread embroidered and stone neck work top, plain bottom and floral thread embroidered scallop border dupatta","Pink material chudidar set, floral thread embroidered and stone neck work top, plain bottom and floral thread embroidered scallop border dupatta (srcset variant)",.jpg,122.65 KB,533x659,Success,
619,https://www.pothys.com/cdn/shop/files/70-UCMP-981-RS-1240_2.jpg?v=1760337268&width=720,"Red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,140.29 KB,720x890,Success,
620,https://www.pothys.com/cdn/shop/files/70-UCMP-981-RS-1240_2.jpg?v=1760337268&width=533,"Red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,82.79 KB,533x659,Success,
621,https://www.pothys.com/cdn/shop/files/68-UCMP-979-RS-1240_2.jpg?v=1760337177&width=720,"Blue material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Blue material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,192.16 KB,720x890,Success,
622,https://www.pothys.com/cdn/shop/files/69-UCMP-980-RS-1795_3.jpg?v=1760337223&width=533,"Pink material chudidar set, floral thread embroidered and stone neck work top, plain bottom and floral thread embroidered scallop border dupatta","Pink material chudidar set, floral thread embroidered and stone neck work top, plain bottom and floral thread embroidered scallop border dupatta (srcset variant)",.jpg,97.81 KB,533x659,Success,
623,https://www.pothys.com/cdn/shop/files/68-UCMP-979-RS-1240_3.jpg?v=1760337177&width=1066,"Blue material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Blue material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta",.jpg,163.15 KB,910x1125,Success,
624,https://www.pothys.com/cdn/shop/files/69-UCMP-980-RS-1795_3.jpg?v=1760337223&width=940,"Pink material chudidar set, floral thread embroidered and stone neck work top, plain bottom and floral thread embroidered scallop border dupatta","Pink material chudidar set, floral thread embroidered and stone neck work top, plain bottom and floral thread embroidered scallop border dupatta (srcset variant)",.jpg,258.79 KB,910x1125,Success,
625,https://www.pothys.com/cdn/shop/files/69-UCMP-980-RS-1795_3.jpg?v=1760337223&width=720,"Pink material chudidar set, floral thread embroidered and stone neck work top, plain bottom and floral thread embroidered scallop border dupatta","Pink material chudidar set, floral thread embroidered and stone neck work top, plain bottom and floral thread embroidered scallop border dupatta (srcset variant)",.jpg,176.00 KB,720x890,Success,
626,https://www.pothys.com/cdn/shop/files/68-UCMP-979-RS-1240_3.jpg?v=1760337177&width=940,"Blue material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Blue material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,163.15 KB,910x1125,Success,
627,https://www.pothys.com/cdn/shop/files/70-UCMP-981-RS-1240_3.jpg?v=1760337268&width=720,"Red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,82.21 KB,720x890,Success,
628,https://www.pothys.com/cdn/shop/files/68-UCMP-979-RS-1240_2.jpg?v=1760337177&width=940,"Blue material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Blue material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,255.92 KB,910x1125,Success,
629,https://www.pothys.com/cdn/shop/files/68-UCMP-979-RS-1240_3.jpg?v=1760337177&width=533,"Blue material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Blue material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,66.04 KB,533x659,Success,
630,https://www.pothys.com/cdn/shop/files/67-UCMP-978-RS-1695_2.jpg?v=1760337132&width=533,"Maroon material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Maroon material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,134.52 KB,533x659,Success,
631,https://www.pothys.com/cdn/shop/files/67-UCMP-978-RS-1695_2.jpg?v=1760337132&width=1066,"Maroon material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Maroon material chudidar set, zari design top, plain bottom and floral zari buttas dupatta",.jpg,336.96 KB,910x1125,Success,
632,https://www.pothys.com/cdn/shop/files/67-UCMP-978-RS-1695_3.jpg?v=1760337132&width=1066,"Maroon material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Maroon material chudidar set, zari design top, plain bottom and floral zari buttas dupatta",.jpg,219.57 KB,910x1125,Success,
633,https://www.pothys.com/cdn/shop/files/70-UCMP-981-RS-1240_2.jpg?v=1760337268&width=940,"Red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Red material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,193.99 KB,910x1125,Success,
634,https://www.pothys.com/cdn/shop/files/67-UCMP-978-RS-1695_2.jpg?v=1760337132&width=720,"Maroon material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Maroon material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,233.95 KB,720x890,Success,
635,https://www.pothys.com/cdn/shop/files/68-UCMP-979-RS-1240_2.jpg?v=1760337177&width=1066,"Blue material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Blue material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta",.jpg,255.92 KB,910x1125,Success,
636,https://www.pothys.com/cdn/shop/files/68-UCMP-979-RS-1240_3.jpg?v=1760337177&width=720,"Blue material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Blue material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,114.78 KB,720x890,Success,
637,https://www.pothys.com/cdn/shop/files/67-UCMP-978-RS-1695_3.jpg?v=1760337132&width=720,"Maroon material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Maroon material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,154.89 KB,720x890,Success,
638,https://www.pothys.com/cdn/shop/files/3-POP-1282-RS-715.jpg?v=1752589025&width=940,"Violet elephant, kalamkari printed gajji silk saree with annam printed border & kalamkari printed pallu along with printed blouse","Violet elephant, kalamkari printed gajji silk saree with annam printed border & kalamkari printed pallu along with printed blouse (srcset variant)",.jpg,244.78 KB,910x1125,Success,
639,https://www.pothys.com/cdn/shop/files/66-UCMP-977-RS-1695_2.jpg?v=1760337061&width=720,"Purple material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Purple material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,214.18 KB,720x890,Success,
640,https://www.pothys.com/cdn/shop/files/67-UCMP-978-RS-1695_2.jpg?v=1760337132&width=940,"Maroon material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Maroon material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,336.96 KB,910x1125,Success,
641,https://www.pothys.com/cdn/shop/files/8a_366e61b0-c366-4758-8372-9ea488352f5b.jpg?v=1752589347&width=1066,Yellow digital printed sitara shimmer saree with lace border & self pallu along with plain blouse,Yellow digital printed sitara shimmer saree with lace border & self pallu along with plain blouse,.jpg,166.32 KB,910x1125,Success,
642,https://www.pothys.com/cdn/shop/files/66-UCMP-977-RS-1695_2.jpg?v=1760337061&width=533,"Purple material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Purple material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,123.28 KB,533x659,Success,
643,https://www.pothys.com/cdn/shop/files/68-UCMP-979-RS-1240_2.jpg?v=1760337177&width=533,"Blue material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Blue material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,115.65 KB,533x659,Success,
644,https://www.pothys.com/cdn/shop/files/66-UCMP-977-RS-1695_3.jpg?v=1760337061&width=1066,"Purple material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Purple material chudidar set, zari design top, plain bottom and floral zari buttas dupatta",.jpg,201.43 KB,910x1125,Success,
645,https://www.pothys.com/cdn/shop/files/69-UCMP-980-RS-1795_2.jpg?v=1760337223&width=940,"Pink material chudidar set, floral thread embroidered and stone neck work top, plain bottom and floral thread embroidered scallop border dupatta","Pink material chudidar set, floral thread embroidered and stone neck work top, plain bottom and floral thread embroidered scallop border dupatta (srcset variant)",.jpg,304.17 KB,910x1125,Success,
646,https://www.pothys.com/cdn/shop/files/66-UCMP-977-RS-1695_3.jpg?v=1760337061&width=720,"Purple material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Purple material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,139.12 KB,720x890,Success,
647,https://www.pothys.com/cdn/shop/files/65-UCMP-976-RS-1695-_3.jpg?v=1760337016&width=1066,"Black material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Black material chudidar set, zari design top, plain bottom and floral zari buttas dupatta",.jpg,144.77 KB,910x1125,Success,
648,https://www.pothys.com/cdn/shop/files/66-UCMP-977-RS-1695_3.jpg?v=1760337061&width=533,"Purple material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Purple material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,79.18 KB,533x659,Success,
649,https://www.pothys.com/cdn/shop/files/65-UCMP-976-RS-1695-_2.jpg?v=1760337016&width=940,"Black material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Black material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,284.71 KB,910x1125,Success,
650,https://www.pothys.com/cdn/shop/files/66-UCMP-977-RS-1695_2.jpg?v=1760337061&width=1066,"Purple material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Purple material chudidar set, zari design top, plain bottom and floral zari buttas dupatta",.jpg,313.77 KB,910x1125,Success,
651,https://www.pothys.com/cdn/shop/files/65-UCMP-976-RS-1695-_3.jpg?v=1760337016&width=940,"Black material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Black material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,144.77 KB,910x1125,Success,
652,https://www.pothys.com/cdn/shop/files/71-UCMP-982-RS-1240-_3.jpg?v=1760337316&width=940,"Purple material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta","Purple material chudidar set, self-color thread and sequins embroidered top, plain bottom and sequins work dupatta (srcset variant)",.jpg,139.92 KB,910x1125,Success,
653,https://www.pothys.com/cdn/shop/files/67-UCMP-978-RS-1695_3.jpg?v=1760337132&width=533,"Maroon material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Maroon material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,88.14 KB,533x659,Success,
654,https://www.pothys.com/cdn/shop/files/67-UCMP-978-RS-1695_3.jpg?v=1760337132&width=940,"Maroon material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Maroon material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,219.57 KB,910x1125,Success,
655,https://www.pothys.com/cdn/shop/files/66-UCMP-977-RS-1695_3.jpg?v=1760337061&width=940,"Purple material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Purple material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,201.43 KB,910x1125,Success,
656,https://www.pothys.com/cdn/shop/files/64-UCMP-975-RS-1525-_2.jpg?v=1760336333&width=1066,"White material chudidar set, pastel colour thread embroidered top, plain bottom and thread embroidered dupatta","White material chudidar set, pastel colour thread embroidered top, plain bottom and thread embroidered dupatta",.jpg,187.27 KB,910x1125,Success,
657,https://www.pothys.com/cdn/shop/files/64-UCMP-975-RS-1525-_2.jpg?v=1760336333&width=720,"White material chudidar set, pastel colour thread embroidered top, plain bottom and thread embroidered dupatta","White material chudidar set, pastel colour thread embroidered top, plain bottom and thread embroidered dupatta (srcset variant)",.jpg,125.02 KB,720x890,Success,
658,https://www.pothys.com/cdn/shop/files/65-UCMP-976-RS-1695-_2.jpg?v=1760337016&width=720,"Black material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Black material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,182.61 KB,720x890,Success,
659,https://www.pothys.com/cdn/shop/files/65-UCMP-976-RS-1695-_2.jpg?v=1760337016&width=1066,"Black material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Black material chudidar set, zari design top, plain bottom and floral zari buttas dupatta",.jpg,284.71 KB,910x1125,Success,
660,https://www.pothys.com/cdn/shop/files/64-UCMP-975-RS-1525-_3.jpg?v=1760336333&width=533,"White material chudidar set, pastel colour thread embroidered top, plain bottom and thread embroidered dupatta","White material chudidar set, pastel colour thread embroidered top, plain bottom and thread embroidered dupatta (srcset variant)",.jpg,36.42 KB,533x659,Success,
661,https://www.pothys.com/cdn/shop/files/65-UCMP-976-RS-1695-_2.jpg?v=1760337016&width=533,"Black material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Black material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,103.23 KB,533x659,Success,
662,https://www.pothys.com/cdn/shop/files/65-UCMP-976-RS-1695-_3.jpg?v=1760337016&width=533,"Black material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Black material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,49.24 KB,533x659,Success,
663,https://www.pothys.com/cdn/shop/files/64-UCMP-975-RS-1525-_3.jpg?v=1760336333&width=940,"White material chudidar set, pastel colour thread embroidered top, plain bottom and thread embroidered dupatta","White material chudidar set, pastel colour thread embroidered top, plain bottom and thread embroidered dupatta (srcset variant)",.jpg,81.92 KB,910x1125,Success,
664,https://www.pothys.com/cdn/shop/files/63-UCMP-974-RS-1095-_2.jpg?v=1760336295&width=1066,"Mustard material chudidar set, leaf print with thread neck embroidered top, contrast bottom and sequins embroidered dupatta","Mustard material chudidar set, leaf print with thread neck embroidered top, contrast bottom and sequins embroidered dupatta",.jpg,348.38 KB,910x1125,Success,
665,https://www.pothys.com/cdn/shop/files/65-UCMP-976-RS-1695-_3.jpg?v=1760337016&width=720,"Black material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Black material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,88.09 KB,720x890,Success,
666,https://www.pothys.com/cdn/shop/files/63-UCMP-974-RS-1095-_2.jpg?v=1760336295&width=720,"Mustard material chudidar set, leaf print with thread neck embroidered top, contrast bottom and sequins embroidered dupatta","Mustard material chudidar set, leaf print with thread neck embroidered top, contrast bottom and sequins embroidered dupatta (srcset variant)",.jpg,247.87 KB,720x890,Success,
667,https://www.pothys.com/cdn/shop/files/63-UCMP-974-RS-1095-_2.jpg?v=1760336295&width=940,"Mustard material chudidar set, leaf print with thread neck embroidered top, contrast bottom and sequins embroidered dupatta","Mustard material chudidar set, leaf print with thread neck embroidered top, contrast bottom and sequins embroidered dupatta (srcset variant)",.jpg,348.38 KB,910x1125,Success,
668,https://www.pothys.com/cdn/shop/files/64-UCMP-975-RS-1525-_2.jpg?v=1760336333&width=940,"White material chudidar set, pastel colour thread embroidered top, plain bottom and thread embroidered dupatta","White material chudidar set, pastel colour thread embroidered top, plain bottom and thread embroidered dupatta (srcset variant)",.jpg,187.27 KB,910x1125,Success,
669,https://www.pothys.com/cdn/shop/files/64-UCMP-975-RS-1525-_3.jpg?v=1760336333&width=1066,"White material chudidar set, pastel colour thread embroidered top, plain bottom and thread embroidered dupatta","White material chudidar set, pastel colour thread embroidered top, plain bottom and thread embroidered dupatta",.jpg,81.92 KB,910x1125,Success,
670,https://www.pothys.com/cdn/shop/files/64-UCMP-975-RS-1525-_2.jpg?v=1760336333&width=533,"White material chudidar set, pastel colour thread embroidered top, plain bottom and thread embroidered dupatta","White material chudidar set, pastel colour thread embroidered top, plain bottom and thread embroidered dupatta (srcset variant)",.jpg,72.59 KB,533x659,Success,
671,https://www.pothys.com/cdn/shop/files/POP-Banner_e827aed0-359a-413c-84d6-001b4a93ea80.jpg?v=1760122871&width=200,None,None (srcset variant),.jpg,10.62 KB,200x82,Success,
672,https://www.pothys.com/cdn/shop/files/63-UCMP-974-RS-1095-_3.jpg?v=1760336294&width=720,"Mustard material chudidar set, leaf print with thread neck embroidered top, contrast bottom and sequins embroidered dupatta","Mustard material chudidar set, leaf print with thread neck embroidered top, contrast bottom and sequins embroidered dupatta (srcset variant)",.jpg,207.70 KB,720x890,Success,
673,https://www.pothys.com/cdn/shop/files/64-UCMP-975-RS-1525-_3.jpg?v=1760336333&width=720,"White material chudidar set, pastel colour thread embroidered top, plain bottom and thread embroidered dupatta","White material chudidar set, pastel colour thread embroidered top, plain bottom and thread embroidered dupatta (srcset variant)",.jpg,60.07 KB,720x890,Success,
674,https://www.pothys.com/cdn/shop/files/63-UCMP-974-RS-1095-_3.jpg?v=1760336294&width=533,"Mustard material chudidar set, leaf print with thread neck embroidered top, contrast bottom and sequins embroidered dupatta","Mustard material chudidar set, leaf print with thread neck embroidered top, contrast bottom and sequins embroidered dupatta (srcset variant)",.jpg,129.89 KB,533x659,Success,
675,https://www.pothys.com/cdn/shop/files/POP-Banner_e827aed0-359a-413c-84d6-001b4a93ea80.jpg?v=1760122871&width=500,None,None (srcset variant),.jpg,44.35 KB,500x206,Success,
676,https://www.pothys.com/cdn/shop/files/66-UCMP-977-RS-1695_2.jpg?v=1760337061&width=940,"Purple material chudidar set, zari design top, plain bottom and floral zari buttas dupatta","Purple material chudidar set, zari design top, plain bottom and floral zari buttas dupatta (srcset variant)",.jpg,313.77 KB,910x1125,Success,
677,https://www.pothys.com/cdn/shop/files/63-UCMP-974-RS-1095-_3.jpg?v=1760336294&width=940,"Mustard material chudidar set, leaf print with thread neck embroidered top, contrast bottom and sequins embroidered dupatta","Mustard material chudidar set, leaf print with thread neck embroidered top, contrast bottom and sequins embroidered dupatta (srcset variant)",.jpg,263.20 KB,910x1125,Success,
678,https://www.pothys.com/cdn/shop/files/POP-Banner_e827aed0-359a-413c-84d6-001b4a93ea80.jpg?v=1760122871&width=700,None,None (srcset variant),.jpg,74.09 KB,700x288,Success,
679,https://www.pothys.com/cdn/shop/files/POP-Banner_e827aed0-359a-413c-84d6-001b4a93ea80.jpg?v=1760122871&width=1000,None,None (srcset variant),.jpg,128.11 KB,1000x411,Success,
680,https://www.pothys.com/cdn/shop/files/POP-Banner_e827aed0-359a-413c-84d6-001b4a93ea80.jpg?v=1760122871&width=2000,None,None,.jpg,363.73 KB,2000x822,Success,
681,https://www.pothys.com/cdn/shop/files/POP-Banner_e827aed0-359a-413c-84d6-001b4a93ea80.jpg?v=1760122871&width=800,None,None (srcset variant),.jpg,91.27 KB,800x329,Success,
682,https://www.pothys.com/cdn/shop/files/63-UCMP-974-RS-1095-_2.jpg?v=1760336295&width=533,"Mustard material chudidar set, leaf print with thread neck embroidered top, contrast bottom and sequins embroidered dupatta","Mustard material chudidar set, leaf print with thread neck embroidered top, contrast bottom and sequins embroidered dupatta (srcset variant)",.jpg,144.49 KB,533x659,Success,
683,https://www.pothys.com/cdn/shop/files/gift-cards-image_2.png?v=1731588082&width=300,None,None (srcset variant),.png,19.30 KB,300x213,Success,
684,https://www.pothys.com/cdn/shop/files/gift-cards-image_2.png?v=1731588082&width=1200,None,None,.png,138.59 KB,1200x853,Success,
685,https://www.pothys.com/cdn/shop/files/gift-cards-image_2.png?v=1731588082&width=400,None,None (srcset variant),.png,28.01 KB,400x284,Success,
686,https://www.pothys.com/cdn/shop/files/63-UCMP-974-RS-1095-_3.jpg?v=1760336294&width=1066,"Mustard material chudidar set, leaf print with thread neck embroidered top, contrast bottom and sequins embroidered dupatta","Mustard material chudidar set, leaf print with thread neck embroidered top, contrast bottom and sequins embroidered dupatta",.jpg,263.20 KB,910x1125,Success,
687,https://www.pothys.com/cdn/shop/files/gift-cards-image_2.png?v=1731588082&width=500,None,None (srcset variant),.png,38.02 KB,500x356,Success,
688,https://www.pothys.com/cdn/shop/files/POP-Banner_e827aed0-359a-413c-84d6-001b4a93ea80.jpg?v=1760122871&width=1600,None,None (srcset variant),.jpg,259.66 KB,1600x658,Success,
689,https://www.pothys.com/cdn/shop/files/gift-cards-image_2.png?v=1731588082&width=700,None,None (srcset variant),.png,62.54 KB,700x498,Success,
690,https://www.pothys.com/cdn/shop/files/gift-cards-image_2.png?v=1731588082&width=800,None,None (srcset variant),.png,76.20 KB,800x569,Success,
691,https://www.pothys.com/cdn/shop/files/POP-Banner_e827aed0-359a-413c-84d6-001b4a93ea80.jpg?v=1760122871&width=1800,None,None (srcset variant),.jpg,309.46 KB,1800x740,Success,
